Column1, Rank,Company,Country,Sales,Assets,Market Value,Sector,Industry,Snippet,
63,64,Ford Motor,United States,151.8,238,44.7,Consumer Discretionary,Auto & Truck Manufacturers,"Die Ford Motor Company mit Sitz im US-amerikanischen Dearborn ist nach Toyota, Volkswagen, General Motors und Hyundai der fnftgr_xDE3F__xDD25_ Autohersteller weltweit mit einem Umsatz von 159,6 Milliarden US-Dollar und einem GewiNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie Ford Motor Company mit Sitz im US-amerikanischen Dearborn ist nach Toyota, Volkswagen, General Motors und Hyundai der fnftgr_xDE3F__xDD25_ Autohersteller weltweit mit einem Umsatz von 159,6 Milliarden US-Dollar und einem Gewinn von 7,8 Milliarden US-Dollar. Ursprung des Konzerns ist eine von Henry Ford in Detroit 1903 gegrndete Fabrik. Mit der Einfhrung der Flieߢandproduktion im Jahr 1913 brachte Ford einen radikalen Umbruch in der neu entstehenden Autoindustrie.",
64,65,Shanghai Pudong Development,China,40.1,8428,50.5,Financials,Regional Banks,Shanghai Pudong Development Bank ist ein Unternehmen aus China mit Sitz in Shanghai. Das Unternehmen ist im Aktienindex SSE 50 an der B_xDE8B__xDCE5_ in Shanghai gelistet und geh_xDE8B__xDD20_zu den zehn gr_xDE3F__xDD25_n Unternehmen im CSI 300-Index. Das Unternehmen wurde am 9. Januar 1993 gegrndet.,
65,66,CVS Health,United States,177.5,945,79.8,Financials,,18 Zeilen 05.06.2020 Hier erhalten Sie eine ܢersicht ber die Dividendenzahlung und ,
66,67,Walt Disney,United States,54.9,916,178,Consumer Discretionary,Broadcasting & Cable,"Disney Deutschland | Offizielle Website. Jetzt im Kino, wo verfgbar, oder auf Disney+ mit VIP-Zugang**. MEHR ERFAHREN AUF DISNEY+ ANSEHEN. ** Disney+ Abo ",
67,68,Prudential,United Kingdom,96.9,569,53.7,Financials,Life & Health Insurance,"Prudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegrndet. Geleitet wird das Unternehmen von John Strangfeld. PruNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtPrudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegrndet. Geleitet wird das Unternehmen von John Strangfeld. Prudential Financial besch䦴igt rund 49.000 Mitarbeiter. Das Unternehmen bietet fr seine Kunden Versicherungen verschiedener Art. 1981 erwarb das Prudential Financial das US-amerikanische Unternehmen Bache & Co. Das Firmenlogo ist der Fels von Gibraltar.",
68,69,Prudential Financial,United States,56.3,784,45.6,Financials,Life & Health Insurance,"Prudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegrndet. Geleitet wird das Unternehmen von John Strangfeld. PruNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtPrudential Financial, Inc. ist ein US-amerikanisches Unternehmen mit Sitz in Newark, New Jersey. Das Unternehmen ist im Aktienindex S&P 500 gelistet. Prudential Financial wurde 1875 gegrndet. Geleitet wird das Unternehmen von John Strangfeld. Prudential Financial besch䦴igt rund 49.000 Mitarbeiter. Das Unternehmen bietet fr seine Kunden Versicherungen verschiedener Art. 1981 erwarb das Prudential Financial das US-amerikanische Unternehmen Bache & Co. Das Firmenlogo ist der Fels von Gibraltar.",
69,70,Oracle,United States,37.4,1254,182.2,Information Technology,Software & Programming,"https://www.oracle.com/deDie Oracle Cloud Infrastructure-Plattform wurde fr Unternehmen entwickelt, die H_xDE4E__xDE33_tleistungen bei der Performance erwarten und gleichzeitig einfache Migration der On-Premises-Anwendungen in die Cloud ben_xDE92__xDE67_en. ܢerblick ber Cloud Infrastructure. Melden Sie ",
70,71,China State Construction Engineering,China,140.8,2014,43.2,Industrials,,"Die China State Construction Engineering Corporation, kurz CSCEC, ist das gr_xDE3F__xDD25_ Bauunternehmen und der gr_xDE3F__xDD25_ internationale Generalunternehmer der Volksrepublik China.",
71,72,Citic Pacific,Hong Kong,49.1,9336,41.4,Materials,Iron & Steel,"CITIC Pacific ist ein Konzern mit Sitz in Hongkong, Volksrepublik China, und wurde 1990 gegrndet. Das Unternehmen ist im Hang Seng Index gelistet. Das Unternehmen ist ein Tochterunternehmen von CITIC. Vorstandsvorsitzender ist gegenw䲴ig Zhen ChNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtCITIC Pacific ist ein Konzern mit Sitz in Hongkong, Volksrepublik China, und wurde 1990 gegrndet. Das Unternehmen ist im Hang Seng Index gelistet. Das Unternehmen ist ein Tochterunternehmen von CITIC. Vorstandsvorsitzender ist gegenw䲴ig Zhen Chang. CITIC Pacific besch䦴igt 2017 ca. 243.000 Personen.",
72,73,Boeing,United States,94.6,90,108.8,Industrials,Aerospace & Defense,"Boeing reagiert auf die Genehmigung der EASA fr die Wiederinbetriebnahme der 737 MAX Boeing in Deutschland EcoDemonstrator kommt nach Frankfurt @BoeingDACH Deutsches Team fr H-47 Chinook. 737 MAX Updates. Aktuelle Informationen, Updates und Statements zur 737 MAX. Mehr erfahren. Boeing in Deutschland . Boeings erfolgreiche Partnerschaft mit Deutschland. Mehr ",
73,74,Honda Motor,Japan,127.9,1618,51.4,Consumer Discretionary,Auto & Truck Manufacturers,"https://www.honda.de/motorcycles60 Jahre Honda in Deutschland! Das ist ein Grund zum Feiern! sichern Sie sich eins der Sondereditionsmodelle der legend䲥n Africa Twin und Africa Twin Adventure Sports mit einem Preisvorteil von bis zu 1.103, *, inklusive Frhstarterbonus betr䧴 ",
74,75,China Minsheng Banking,China,40.2,8487,43.7,Financials,Regional Banks,"China Minsheng Bank (chinesisch ??????, Pinyin Zh?nggu󠍭nsh?ng Y_xDBA8_ᮧ, CMBC) ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen wurde am 12. Januar 1996 gegrndet. Das Unternehmen war  China Minsheng Bank (chinesisch ??????, Pinyin Zh?nggu󠍭nsh?ng Y_xDBA8_ᮧ, CMBC) ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen wurde am 12. Januar 1996 gegrndet. Das Unternehmen war als erste Kreditbank berwiegend im Besitz privater Unternehmen. China Minsheng Bank hat ber 200 Bankfilialen in China.",
75,76,Westpac Banking Group,Australia,27-Aug,6427,86.1,Financials,Major Banks,Die Westpac Banking Corporation ist eine australische Bank mit Firmensitz in Sydney. Das Unternehmen ist im All Ordinaries an der Australian Securities Exchange und im NZX 50 Index an der New Zealand Exchange gelistet.,
76,77,Deutsche Telekom,Germany,80.9,1566,80,Telecommunication Services,Telecommunications services,"https://www.telekom.deAktuelle Telekom Angebote fr Mobilfunk (5G/LTE), Festnetz und Internet, TV & mehr. Alles aus einer Hand: fr zuhause & unterwegs. Erleben was verbindet!",
77,78,China Citic Bank,China,39.7,8535,43.1,Financials,Regional Banks,China CITIC Bank ist die siebtgr_xDE3F__xDD25_ chinesische Darlehensbank in der Kategorie Aktivposten. Das Unternehmen wurde im Februar 1987 als umfassende und internationale Bank gegrndet und ist im Aktienindex SSE 50 gelistet.,
78,79,Roche Holding,Switzerland,51.3,756,219.3,Health Care,Pharmaceuticals,"18.05.2020 Wir sind die zweitgr_xDE3F__xDD25_ L䮤ervertretung innerhalb des weltweiten Roche Konzerns. Was uns auszeichnet: In Deutschland sind beide Gesch䦴sbereiche, Pharma und Diagnostics, ber die gesamte Wertsch_xDE82__xDDB5_ngskette vertreten: von Forschung und Entwicklung ber Produktion, Logistik bis hin zu Marketing und Vertrieb unserer innovativen Produkte.",
79,80,UBS,Switzerland,38,920,60,Financials,Investment Services,"https://www.ubs.com/de/de.html28.02.2021 UBS ist ein globales Finanzinstitut mit Niederlassungen in mehr als 50 L䮤ern. Besuchen Sie unsere Website und erfahren Sie, was wir in Ihrem Land anbieten.",
80,81,Bank of Nova Scotia,Canada,26-Jul,6803,70.5,Financials,Major Banks,9 Zeilen 05.06.2020 Hier erhalten Sie eine ܢersicht ber die Dividendenzahlung und ,
81,82,Rosneft,Russia,74.9,1932,62.4,Energy,Oil & Gas Operations,23.05.2021 Aktuelle Nachrichten zum russischen ֬konzern Rosneft im ܢerblick: Hier finden Sie alle Meldungen und Informationen der FAZ zum staatlichen ֬konzern Rosneft.,
82,83,Amazon.com,United States,136,86,427,Consumer Discretionary,Internet & Catalog Retail,"https://www.amazon.deEntdecken, shoppen und einkaufen bei Amazon.de: Gnstige Preise fr Elektronik & Foto, Filme, Musik, Bcher, Games, Spielzeug, Sportartikel, Drogerie & mehr bei ...",
83,84,PepsiCo,United States,62.8,741,159.4,Consumer Staples,Beverages,https://www.pepsico.dePepsiCo wurde 2021 erstmals als Global Top Employer ausgezeichnet und ist damit einer der weltweit 16 besten Arbeitgeber  in Deutschland geh_xDE8B__xDD20_PepsiCo erneut zu den Top-3-Arbeitgebern des Landes. Pressemitteilungen. Aktuelle Storys. PEPSICO SOCIAL.,
84,85,Sumitomo Mitsui Financial,Japan,30-May,16488,48.1,Financials,Major Banks,"Das Unternehmen K.K. Sumitomo Mitsui Financial Group ist ein Finanzdienstleistungsunternehmen in Japan und die drittgr_xDE3F__xDD25_ Bank in Japan. Der Hauptsitz des Unternehmens befindet sich in Chiyoda, Tokio. Das Unternehmen ist Teil der Sumitomo Group. Mit einem Umsatz von 49,1 Mrd. US-Dollar, bei einem Gewinn von 7,2 Mrd",
85,86,Coca-Cola,United States,41.5,873,182.9,Consumer Staples,Beverages,"https://www.coca-cola-deutschland.deCoca-Cola in Deutschland: Erfahre hier, wer wir sind, welche Getr䮫e wir anbieten und woran wir gerade arbeiten. Mehr lesen...",
86,87,United Technologies,United States,57.4,897,90.6,Industrials,Conglomerates,"Die United Technologies Corporation war ein US-amerikanischer, weltweit vertretener Hersteller von Technologieprodukten mit Hauptsitz im Gold Building in Hartford, Connecticut. Die Aktie der United Technologies Corporation wurde unter dem SyNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie United Technologies Corporation war ein US-amerikanischer, weltweit vertretener Hersteller von Technologieprodukten mit Hauptsitz im Gold Building in Hartford, Connecticut. Die Aktie der United Technologies Corporation wurde unter dem Symbol UTX an der New York Stock Exchange gehandelt und war ein Bestandteil des Dow Jones Industrial Average.",
87,88,Sanofi,France,37.4,1104,116.1,Health Care,Pharmaceuticals,"https://www.sanofi.deSanofi erforscht, entwickelt und vermarktet therapeutische L_xDE8F__xDD6E_gen  als lebenslanger Begleiter in Gesundheitsfragen. Der Hauptsitz des Konzerns ist in Paris. Die deutsche Landesgesellschaft unterh䬴 ihren gr_xDE3F__xDD25_n Standort in Frankfurt am Main. Mehr erfahren. Beginnen Sie Ihre Karriere bei uns . Erfahren Sie mehr zu den Karrierem_xDE5E__xDF29_chkeiten bei uns und zum Bewerbungsprozess. Arbeiten ...",
88,89,Bayer,Germany,51.8,901,94.4,Materials,Diversified Chemicals,"https://www.bayer.com/de27.05.2021 Bayer ist ein Innovationsunternehmen mit einer ber 150-j䨲igen Geschichte. Unsere wissenschaftlichen Erfolge sollen helfen, das Leben der Menschen zu verbessern. ܢersicht",
89,90,Mizuho Financial,Japan,29,17523,44.4,Financials,Major Banks,Die K.K. Mizuho Financial Group ist eines der gr_xDE3F__xDD25_n Finanzdienstleistungsunternehmen der Welt. Der Sitz des japanischen Unternehmens befindet sich im Marunouchi-Viertel des Stadtbezirks Chiyoda in Tokio.,
90,91,Zurich Insurance Group,Switzerland,67.3,3643,40,Financials,Diversified Insurance,"https://www.zurich.deZurich Versicherung  Finden Sie den passenden Schutz. Die passende Versicherung fr Ihre Situation. Wir bei der Zurich Gruppe in Deutschland achten auf Ihre Bedrfnisse und bieten Ihnen einen Schutz, der auf Sie und Ihre pers_xDE7A__xDF29_che Lebenssituation zugeschnitten ist. Unsere vielf䬴igen Produkte reichen von allt䧬ichen Versicherungen wie der Hausratversicherung fr Ihre pers_xDE7A__xDF29_chen ...",
91,92,ANZ,Australia,26-May,701,68.8,Financials,Major Banks,"ANZ offers a range of personal banking services such as internet banking, bank accounts, credit cards, home loans, personal loans, travel and international, investment and insurance. Learn about easy and secure ways to manage your money.",
92,93,BASF,Germany,63.7,839,91,Materials,Diversified Chemicals,"deutschland.basf.comBASF engagiert sich seit Jahren fr LGBTI-Anliegen und untersttzt die Arbeit interner Netzwerke. Gruppen von Mitarbeitenden an verschiedenen Standorten weltweit bieten Besch䦴igten die M_xDE5E__xDF29_chkeit, sich zu LGBTI-Themen auszutauschen, dafr zu sensibilisieren und aktiv fr Vielfalt einzutreten. Offenheit geh_xDE8B__xDD20_zu unseren Werten und ist entscheidend fr unseren Erfolg ...",
93,94,Walgreens Boots Alliance,United States,116.1,725,89,Consumer Discretionary,,06.06.2020 Walgreens Boots Alliance Inc. ist ein weltweit agierender Einzelhandelskonzern in der Drogeriebranche. Das Unternehmen ist mit ber 20.000 Filialen unter den Marktfhrern in den Vereinigten Staaten.,
94,95,Nissan Motor,Japan,105.9,1573,38.4,Consumer Discretionary,Auto & Truck Manufacturers,"NISSAN JUKE EURO 6D FULL VISIA 1.0 DIG-T 6MT 84kW (114 PS) Fahrzeugpreis:  17.329,, inkl.  2.661, NISSAN Rabatt, zzgl.  790, ܢerfhrungkosten. Leasingsonderzahlung  0, Laufzeit 36 Monate (36 Monate ࠀ 169,), 30.000km Gesamtlaufleistung, eff. Jahreszins 0%, Sollzinssatz gebunden 0%, Gesamtbetrag inkl ...",
95,96,US Bancorp,United States,22,451,86.6,Financials,Major Banks,"U.S. Bancorp ist ein Finanzunternehmen aus den Vereinigten Staaten mit Firmensitz in Minneapolis, Minnesota. Das Unternehmen ist im Aktienindex S&P 500 gelistet und ist die fnftgr_xDE3F__xDD25_ Bank in den Vereinigten Staaten. Die Gesamtsumme der EinNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtU.S. Bancorp ist ein Finanzunternehmen aus den Vereinigten Staaten mit Firmensitz in Minneapolis, Minnesota. Das Unternehmen ist im Aktienindex S&P 500 gelistet und ist die fnftgr_xDE3F__xDD25_ Bank in den Vereinigten Staaten. Die Gesamtsumme der Einlagen liegt bei $341 Milliarden.",
96,97,American Express,United States,34,1589,70.1,Financials,Consumer Financial Services,"https://www.americanexpress.com/de-deWillkommen bei American Express, Anbieter von Kreditkarten, Reise- und Versicherungsleistungen. Beantragen Sie eine Amex Karte oder verwalten Ihr Kartenkonto",
97,98,Hon Hai Precision,Taiwan,135.2,804,54.4,Information Technology,Electronics,"Die Hon Hai Precision Industry Co., Ltd. ist ein multinationales Unternehmen, das unter dem Namen Foxconn Technology Group auf dem Markt auftritt. Es wurde 1974 von Terry Gou als Hersteller von Kunststoffprodukten gegrndet. Seit 1991 ist daNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie Hon Hai Precision Industry Co., Ltd. ist ein multinationales Unternehmen, das unter dem Namen Foxconn Technology Group auf dem Markt auftritt. Es wurde 1974 von Terry Gou als Hersteller von Kunststoffprodukten gegrndet. Seit 1991 ist das Unternehmen an der taiwanischen B_xDE8B__xDCE5_ notiert. Heute ist es einer der gr_xDE3F__xDD25_n Fertigungsbetriebe fr elektronische Produkte weltweit. Im Februar 2016 kndigte Foxconn an, 66 % der Anteile des stark angeschlagenen Elektronikkonzerns Sharp zun䣨st fr 700 Mrd. Yen zu erwerben. Nach Bekanntwerden von Sharps zu erwartendem Verlust von etwa 170 Mrd. Yen im Gesch䦴sjahr 2015/16 wurde jedoch ein Betrag von etwa 389 Mrd. Yen vereinbart. Am 2. April 2016 wurde der Vertrag unterzeichnet, wonach die Anteile fr 388,8 Milliarden Yen an Foxconn gehen. Es ist das erste Mal, dass Anteile eines japanischen Elektronikkonzerns von einem ausl䮤ischen Unternehmen erworben wurden.",
98,99,Enel,Italy,75.9,1641,47.5,Utilities,Electric Utilities,"05.06.2020 Enel S.p.A. ist eine in Italien angesiedelte internationale Gruppe von Stromanbietern, mit Aktivit䴥n in den Bereichen Stromerzeugung, Transport, Verteilung und Stromversorgung. Das ",
99,100,Merck,United States,39.6,954,173.3,Health Care,Pharmaceuticals,"https://www.merckmillipore.com/DEMerck Millipore bietet Chemikalien fr Anwendungen im Labor und in der Industrie. Biowissenschaften, Biopharmazeutika, Nahrungsmittel, Kosmetik, LCDs, Pharmazeutika, ",
100,101,National Australia Bank,Australia,24-Feb,5953,65,Financials,Major Banks,21 Zeilen 12.05.2021 National Australia Bank Anleihen: Hier finden Sie eine Auflistung ber alle ,
101,102,PetroChina,China,214.8,3449,204.5,Energy,Oil & Gas Operations,Die PetroChina Company Limited ist der gr_xDE3F__xDD25_ chinesische ֬konzern mit einem Netz von ber 18.000 Tankstellen und damit eines der gr_xDE3F__xDD25_n b_xDE8B__xDCE5_nnotierten Unternehmen der Welt.,
102,103,Unilever,Netherlands,58.3,595,143.9,Consumer Staples,Food Processing,"https://www.unilever.deUnilever DACH | Unilever in Deutschland, ֳterreich und der Schweiz. Neuigkeiten. Unilever-MitarbeiterInnen gestalten die Zukunft der Arbeit im Herzen der Hansestadt. Unilever bezieht neue Firmenzentrale im Nikolaiquartier. Mehr erfahren Alle Pressemitteilungen und Artikel ansehen. Fast Food Revolution von Burger King und The Vegetarian Butcher.",
103,104,Hyundai Motor,South Korea,80.7,1481,34.2,Consumer Discretionary,Auto & Truck Manufacturers,"https://www.hyundai.deHyundai Deutschland: Aktionen und neue Modelle entdecken: Elektro Autos, Hybrid oder Wasserstoff  mit 5 Jahren Garantie!",
104,105,BBVA-Banco Bilbao Vizcaya,Spain,27-Mar,7719,49.6,Financials,Major Banks,18 Zeilen 05.06.2020 Hier erhalten Sie eine ܢersicht ber die Dividendenzahlung und ,
105,106,Reliance Industries,India,41.8,979,71.2,Energy,Oil & Gas Operations,"Reliance Industries Limited ist Indiens gr_xDE3F__xDD25_s privates Unternehmen mit Sitz in Mumbai. Das Unternehmen wurde im Jahre 1966 von Dhirubhai Ambani gegrndet. Im Jahr 1977 erfolgte der B_xDE8B__xDCE5_ngang an der Bombay Stock Exchange. DNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtReliance Industries Limited ist Indiens gr_xDE3F__xDD25_s privates Unternehmen mit Sitz in Mumbai. Das Unternehmen wurde im Jahre 1966 von Dhirubhai Ambani gegrndet. Im Jahr 1977 erfolgte der B_xDE8B__xDCE5_ngang an der Bombay Stock Exchange. Der Konzern wurde 2006, nachdem die S_xDE62__xDFA5_ von Dhirubhai Ambani, seine Erben Mukesh Ambani und Anil Ambani sich in der gemeinsamen Leitung zerstritten, geteilt. Mukesh Ambani leitet weiter Reliance Industries, Anil Ambani die Reliance - Anil Dhirubhai Ambani Group.",
