Name	Street	Zipcode	City	Country	Phonenumber	Website	Email	Segment	Subsegment	Snippet
A-Form (Annaberg Formenbau AG)	Gewerbegebiet Nord 7	9456	Mildenau	Germany	+49 3733 55090	www.a-form.de	info@a-form.de	Industrial and Services	Service Bureau	"https://www.a-form.de
Annaberger Formenbau AG: Unternehmen. A-FORM AG. Gewerbegebiet Nord 7. D-09456 Mildenau. Telefon: +49 (0)3733 / 5509-0. Fax: +49 (0)3733 / 5509-20. E-Mail / Kontaktformular."
Bartz & Schalk OHG	Düsingstraße 58	58644	Iserlohn	Germany	+49 23 71 7 85 04 50	www.bartz-schalk.de	konstruktion@bartz-schalk.de	Industrial and Services	Service Bureau	"https://bartz-schalk.de
03.06.2021 · Die National Westminister Bank oder Natwest Bank ist eine der führenden Banken in Großbritannien. Es hat seine Mobile-Banking-App aktualisiert, die den Benutzer über Betrug im Zusammenhang mit Krypto informiert. Dieses Update sensibilisiert die Benutzer für die Anzahl der Datensatzregister im ersten Quartal dieses Jahres."
Bayerisches Laserzentrum GmbH	Konrad-Zuse-Straße 2-6	91052	Erlangen	Germany	+49 9131 977900	www.blz.org	info@blz.org	Industrial and Services	Service Bureau	"https://www.blz.org
Als innovatives und unabhängiges Forschungsunternehmen hilft das blz Anwendern, das Werkzeug Laser für ihre Produktionsprozesse nutzbar zu machen. Langjährige Kunden vertrauen bei der Realisierung ihrer Ziele auf unsere technologieübergreifenden Kompetenzen im Bereich der angewandten Lasertechnik: Lasermaterialbearbeitung und Prozessanalyse, Additive Fertigung, …"
BECKER CAD-CAM-CAST	Brückenstraße 19	35239	Steffenberg-Quotshausen	Germany	+49 6465 91430	www.beckerccc.com	office@beckerccc.com	Industrial and Services	Service Bureau	"https://beckerccc.com
Engineering, Rapid Prototyping und Kleinserien sind Kernkompetenzen. Für die Automobilindustrie und den Motorsport bieten wir die komplette Prozesskette"
Bertrandt Prototypen GmbH	Birkensee 1 	71139	Ehningen	Germany	+ 49 7034 656-0	www.bertrandt.com	info@bertrandt.com	Industrial and Services	Service Bureau	"https://www.bertrandt.com
Der Bertrandt-Konzern bietet seit über 40 Jahren Entwicklungslösungen für die internationale Automobil- und Luftfahrtindustrie sowie die Branchen Maschinen- und Anlagenbau, Energie, Medizintechnik und Elektroindustrie in Europa, China und den USA."
Breuckmann GmbH	Dieselstraße 26-28	88709	Meersburg	Germany	+49 2056 58010	www.breuckmann.de	info@breuckmann.de	Industrial and Services	Service Bureau	NaN
Bubeck-Modellbau GmbH & Co. KG	Motorstraße 56	70499	Stuttgart-Weilimdorf	Germany	+49 711 1357900			Industrial and Services	Service Bureau	NaN
CAVITÄT GmbH	Gänsewinkel 6	37412	Hörden / Harz	Germany	+49 55 21 99 700	www.cavitaet.de	contact@cavitaet.de	Industrial and Services	Service Bureau	"https://cavitaet.de
CAVITÄT GmbH – Ihr Spezialist für individuelle Lösungen vom Design bis zur Serie. Wir konstruieren fachlich sehr gute Kunststoffprodukte und Werkzeuge."
EDAG Engineering+Design AG	Reesbergstraße 1	36039	Fulda	Germany	 +49 661 60000	www.edag.de	info@edag.de	Industrial and Services	Engineering & Product Design	"www.edag.com
12.05.2021 · 360° Produktionsengineering. Wir helfen Ihnen, die Chancen der Digitalisierung zu nutzen und den vielschichtigen Erwartungen an zukunftsfähige Produktion gerecht zu werden. Mehr zu EDAG als gefragter Partner für Projektmanagement und vernetztes Produktions-Engineering finden Sie hier. MEHR ERFAHREN.
Geschätzte Lesezeit: 3 min"
ES InnoCast GmbH & Co. KG	Haus Gravener Str. 191	40764	Langenfeld	Germany	+49 2173 1013990	www.innocast.de	info@innocast.de	Industrial and Services	Service Bureau	"www.innocast.de
Die innoCast GmbH ist weltweiter Partner der Motoren- und Anlagenentwickler. Als Full Service Dienstleister bieten wir das gesamte Spektrum im Rapid Manufacturing. Wir konstruieren und produzieren einbaufertige Werkstücke als Serienteil oder als Prototyp. Komplexe Bauteile in kleinen Stückzahlen wirtschaftlich zu produzieren ist unser Ziel."
3D-High-Tec Poschmann GmbH	Gewerbering 40	58579	Schalksmühle	Germany	+49 2355 50500	www.3dhightec.de	3DHT@formpool.com	Industrial and Services	Service Bureau	"https://3dhightec.de
Lichtleiter fräsen. Für die Lichtleiter-Produktion fertigen wir High End-Prototypen. Dazu setzen wir HSC Fräsmaschinen mit Fräsern ein, die lediglich einen Durchmesser von 0,2 mm haben. Der Fertigungsprozess findet in enger Abstimmung mit Ihnen als Auftraggeber statt. So können wir bereits bei der Herstellung das Ergebnis optimieren und ..."
Fruth Innovative Technologien GmbH (FIT)	Eichenbühl 10	92331	Lupburg	Germany	+49 9492 94290	www.fit.technology	info@pro-fit.de	Industrial and Services	Service Bureau	"https://fit.technology
FIT ist Ihr erfahrener Industriepartner rund um die Additive Fertigung. Bei uns finden Sie Guidance rund um Design, Manufacturing und Services."
Giesserei Blöcher GmbH	Zur Wolfskaute 1	35216	Biedenkopf	Germany	+49 6461 95510	www.bloecher.de	info@bloecher.de	Industrial and Services	Service Bureau	"https://www.bloecher.de
Giesserei Blöcher GmbH - Ihr Spezialist für anspruchsvollen Aluminium Sandguß. Zur Wolfskaute 1 * 35216 Biedenkopf * Hessen, Deutschland (GERMANY) Fon +49 6461 9551-0 * Fax +49 6461 9551-12 * info@bloecher.de. Datenschutzerklärung und Impressum."
Gratz Engineering Ltd	Linsenbergstraße 9	74189	Weinsberg	Germany	+49 7134 98990	www.gratz.de	info@gratz.de	Industrial and Services	Service Bureau	"https://www.gratz.de
GRATZ Engineering. Von der Idee bis zum Prototypen bieten wir durchgängige Lösungen für Ihren Erfolg! Weil es den Unterschied macht, anders besser zu sein."
Grunewald & Partner GmbH & Co. KG	Universitätsstraße 142	44805	Bochum	Germany	+49 234 970650		info@grunewald.de	Industrial and Services	Service Bureau	NaN
Hawener 3D GmbH	Hanfstrasse 1	66806	Ensdorf	Germany	+49 6831-9661563	www.hawener.de	info@hawener.de	Industrial and Services	Service Bureau	"hawener.de
Vorgehensweise. Als Grundlage dienen erste Ideen oder Entwürfe durch Gespräche, auf Papier oder CAD-Daten. Danach beauftragen Sie uns oder einen eigenen Designer Ihrer Wahl."
HBW-Gubesch Kunststoff-Engineering GmbH	Losaurach 116	91489	Wilhelmsdorf	Germany	+49 9104 82700	www.hbw-gubesch.de	info@gubesch.de	Industrial and Services	Service Bureau	"https://www.gubesch-group.de
18.03.2020 · Spritzguss, Thermoformen & Werkzeugbau aus einer Hand. Geht es um Kunststoff und dessen Verarbeitung, ist die Gubesch Group Ihr kompetenter Ansprechpartner in der Metropolregion Nürnberg. Mit über drei Jahrzehnten Erfahrung am Markt und ein Team von über 500 Mitarbeitern können Sie sicher sein: Ihre Ideen sind bei uns bestens aufgehoben.
Geschätzte Lesezeit: 1 min"
IGW - Ingenieurgesellschaft Weferlingen mbH	Platz der Jugend 5	39356	Weferlingen	Germany	+49 39061 9830	www.igwmbh.de	info@igwmbh.de	Industrial and Services	Service Bureau	"https://www.igwmbh.de
IGW ist zertifizierter Hersteller von Funktionsprototypen und Kleinserien aus Kunststoffen, Elastomeren und Metallen für die Automobilindustrie"
C.F.K. CNC-Fertigungstechnik Kriftel GmbH	Gutenbergstraße 8	65830	Kriftel/Taunus	Germany	+49 6192 99450	www.cfk-online.de	info@cfk-online.de	Industrial and Services	Service Bureau	"https://www.cfk-online.de
CFK ist eines der führenden Zentren für hochpräzise Draht-, Senk-, und Bohrerosion und professioneller Partner für additive Fertigung in Metall. Als Teil der GESCO-Gruppe sind wir eine dynamische Firma mit einem starken Partner im Hinter­grund."
invenio Kunststoff Engineering GmbH	Blumenstr. 7	59597	Erwitte	Germany	+49 2943 481800	www.wodke.de	invenio@wodke.de	Industrial and Services	Service Bureau	"https://www.wodtke.com
Energie, Effizienz, Nachhaltigkeit und Design wodtke ist ein führender Hersteller von innovativen Kaminöfen, Pelletöfen und Elektrowärme. Wir bieten zukunftsweisende Lösungen für das Heizen und die Wohlfühlwärme im Wohnraum – immer verbunden mit dem Anspruch auf Nachhaltigkeit."
KET Karosserie Entwicklung Thurner GmbH	Hufelandstraße 19	80939	München	Germany	+49 89 318 36 100	www.ket-muc.com	info@ket-muc.com	Industrial and Services	IM	"https://www.ket-muc.com
info@ket-muc.com. Facebook; Instagram; LinkedIn; Xing; Toggle navigation. Home; Unternehmen. Über uns; Philosophie; Projektservice; Standorte; Qualitätsmanagement; Kunden; Leistung. Automotive; Marine; Aerospace; Innovation; Karriere. KET als Arbeitgeber; Stellenangebote; Initiativ; Arbeitnehmerüberlassung; News; Kontakt; Automotive bei KET. Seit 30 Jahren Kernkompetenz bei …"
Klaus Heinzmann Prototyping (KHP)	Fischbacherstr. 8-1	78078	Niedereschbach	Germany	+49 77 28  64 40 44	www.khp-prototyping.de	heinzmann@khp-prototyping.de	Industrial and Services	Service Bureau	"www.khp-prototyping.de
KHP-Prototyping & Spritzguss GmbH • 78078 Niedereschach • Fischbacherstr. 8/1. Tel.: 07728/644044 • E-Mail: info@khp-prototyping.de."
LeoTech Rapid Prototyping and Tooling GmbH	Röntgenstrasse 31	71229	Leonberg-Höfingen	Germany	+49 7152 928340	www.leotech.de	info@leotech.de	Industrial and Services	Service Bureau	"https://www.leotech.de
26.11.2020 · Leistungsübersicht der Leotech GmbH, Leonberg, Leotech Rapid Prototyping und Werkzeugbau GmbH
Geschätzte Lesezeit: 50 Sekunden"
M. Weihbrecht Lasertechnik GmbH	Frankenstraße 1	74549	Wolpertshausen	Germany	+49 7904 97 100	www.weihbrecht.de	info@weihbrecht.de	Industrial and Services	Service Bureau	NaN
Modell Technik Rapid Prototyping GmbH	Ziegeleistraße 3b	99880	Waltershausen	Germany	+49 3622 44240	www.modelltechnik.de	info@modelltechnik.de	Industrial and Services	Service Bureau	"https://www.modelltechnik.de
ModellTechnik steht für professionellen Prototypenbau, Kleinserienfertigung, 3D Druck & Formenbau: Spezialist von der Idee bis zur perfekten Serienreife.
Geschätzte Lesezeit: 40 Sekunden"
OHP Optik Haptik Prototyping GmbH (Alphaform)	Friedenbachstraße 21	35781	Weilburg-Kubach	Germany	+49 6471 9180	www.ohp-weilburg.de	info@ohp-weilburg.de	Industrial and Services	Machinery & Equipment	"www.ohp-weilburg.de
Herzlich Willkommen bei der OHP-GmbH. Wir sind ein Entwicklungsdienstleister der vorrangig für die Automobilindustrie tätig ist. Unser breitgefächertes Angebot kommt auch in Industrie, Design, Freizeit und Haushalt zum Einsatz. Wir sind Spezialisten in der Verarbeitung von Kunststoffen und Metallen sowie deren Kombination zu Baugruppen mit ..."
Pininfarina Deutschland GmbH	Frankfurter Ring 81	80807	München	Germany	+49 89 35 77 50 60	www.pininfarina.de	info@pininfarina.de	Industrial and Services	Engineering & Product Design	NaN
PORTEC GmbH	Am Köhlersgehäu 32	98544	Zella-Mehlis	Germany	+49 03682 46690	www.portec-gmbh.de	info@portec-gmbh.de	Industrial and Services	Service Bureau	"portec-gmbh.de
Für die schnelle Herstellung von Prototypen, Gussteilmustern oder Versuchsteilen steht uns eine Vielfalt von generativen Fertigungs- und Feinguss-Technologien zur Verfügung. Jede dieser Technologien, Techniken und Maschinen haben einen Bereich hoher Prozessstabilität aber auch eine weite Bandbreite an Einsatzmöglichkeitne."
Promod - Prototypenzentrum GmbH	Robert-Bosch-Str. 24	72160	Horb-Bildechingen	Germany	+49 7451 552950	www.promod-technologie.de	promod@promod-technologie.de	Industrial and Services	Service Bureau	"https://promod-technologie.de
Kunststoff oder Metall, Fräsen oder Schleifen, Gießen oder Veredeln – so vielfältig die Möglichkeiten sind, so groß ist auch unser Angebot. Denn promod ist der Spezialist, der mehr kann. Ob Sie ein Anschauungs- oder Messemuster benötigen, es in die Testphase geht oder schon eine Kleinserie gebraucht wird – wir haben alles im Angebot."
Rainer Kotte GmbH & Co. KG	Mechenharder Str. 5	63820	Elsenfeld	Germany	+49 60 22 62 53	www.kotte.de	info@kotte.de	Industrial and Services	Machinery & Equipment	"https://kotte.de
1933 gründete Willi Kotte nach seinem Studium in Darmstadt die heutige Kotte GmbH Co. KG. In der damaligen mechanischen Werkstatt wurden die vielerorts in der Region eingesetzten Wasserturbinen der Getreidemühlen repariert, später kamen auch Reparaturen von landwirtschaftlichen Maschinen hinzu."
Additive Manufacturing Nordwest e.V.	Wiener Straße 12 D	28359	Bremen	Germany	+49 421 2246226	www.am-nordwest.de	mail@am-nordwest.de	Industrial and Services	Research & Education	NaN
Schneider Prototyping GmbH	Seeber Flur 10	55545	Bad Kreuznach	Germany	+49 671 888 770	www.si-smart.de	anfragen@si-smart.de	Industrial and Services	Service Bureau	NaN
Staegi GmbH	Schlosserstr. 10	72622	Nürtingen	Germany	+49 7022 78 67 69 7	www.staegi.de	office@staegi.de	Industrial and Services	Service Bureau	"https://www.staegi.de
Die StaeGi GmbH bietet Ihnen das optimale 3D-Druck Servicenetzwerk, in dem wir für Sie die beste Lösung finden. Wir arbeiten mit Partnern unterschiedlicher Kompetenzen zusammen und können Ihnen höchste Qualität und Innovation „Made in Germany“ anbieten. Lassen Sie uns den schnellsten und bestmöglichen Weg zu Ihren Printkernen, -formen, PMMA-Modellen und Prototypen für Sie finden.
Geschätzte Lesezeit: 40 Sekunden"
Stroehle GmbH	Industriestraße 29	73340	Amstetten	Germany	+49 7331 9 79 00	www.stroehle.de	info@sma-racing.com	Mobility and Transportation	Motorbike	NaN
TEUFEL Prototypen GmbH	Veilchenweg 1	89278	Unterfahlheim	Germany	+49 7308 96 400	www.teufel-prototypen.de	info@teufel-prototypen.de	Industrial and Services	Service Bureau	"www.teufel-prototypen.de
Rapid Prototyping, 3D Druck und Spritzgusswerkzeuge innerhalb weniger Arbeitstage."
tobaTEC GmbH & Co. KG	Karl-Fischer-Str. 21	75056	Sulzfeld	Germany	+49 72 69 96 09 701	www.tobatec.net	info@tobatec.com	Industrial and Services	Service Bureau	"https://www.tobatec.net
Sie konstruieren heute, wir setzen schnell und präzise um llll Direkt vom Profi aus eigener Produktion Wir bieten: Lasersintern Rapid Prototyping Stereolithographie 3D Druck Vakuumguss Persönliche Beratung Transport inklusive Auftragsbestätigung und fixer Termin Deutschlandweit | JETZT informieren"
trinckle 3D GmbH	Neuendorfstrasse 26	16761	Hennigsdorf (Berlin)	Germany	+ 49 33 022 094 740	www.trinckle.com	info@trinckle.com	Industrial and Services	Service Bureau	"https://www.trinckle.com
What we do. We provide the software tools to streamline the design processes behind your Additive Manufacturing business. Based on our paramate cloud software we set up automated workflows specifically for your case. This can cover internal design processes or mass customization business cases; it can be valid for any industry and can be ..."
utg - Lehrstuhl für Umformtechnik und Giessereiwesen	Walther-Meißner-Straße 4	85747	Garching	Germany	+49 89 28913791	www.utg.mw.tum.de	info@utg.de	Industrial and Services	Research & Education	NaN
V.G.Kunststofftechnik GmbH	Ludwig-Richter-Str. 38	9131	Chemnitz	Germany	+49 37 1 471 61 0	www.vg-kunst.de	info@vg-kunst.de	Industrial and Services	Service Bureau	"https://www.vg-kunst.de
VG Kunst Des. Die Bauteile werden durch schichtweisen Auftrag und Verfestigung des Werkstoffes auf der Basis numerischer Konstruktionsmodelle erzeugt."
VisioTech GmbH	Ringstraße 139	70839	Gerlingen	Germany	+49 7156 177 82 17	www.visiotech-gmbh.de	mail@visiotech-gmbh.de	Industrial and Services	Service Bureau	NaN
AM Ventures	Robert-Stirling-Ring 1	82152	Krailling	Germany		www.amv.ventures	info@amv.ventures	Industrial and Services	Service Bureau	"https://www.amventures.com
AM Ventures backs startups in industrial 3D printing (additive manufacturing, AM) with the great potential to. Reduce the need for energy- and resource-intensive manufacturing (less waste, distributed manufacturing); Innovate the way products are being designed and manufactured (weight reduction, customization, functional integration); Drive the adoption of digitization in advanced ..."
3D-Labor GmbH	Zeughausstr. 44	20459	Hamburg	Germany	+49 40593 555 30	www.3d-lab.de	Info@eye-systems.de	Industrial and Services	Service Bureau	NaN
Aross 3D GmbH	Ruselbergstr. 92	94469	Deggendorf	Germany	+49 991 40545701	www.aross3d.de	3ddruck@aross.de	Industrial and Services	Service Bureau	NaN
Freeforma 	Waldemarstraße 37a	10999	Berlin	Germany	+49 30 609 83 440	www.freeforma.am	info@freeforma.am	Industrial and Services	Service Bureau	NaN
innojoin GmbH	Bauerland 17	28259	Bremen	Germany	+49 0421 8351780	www.innojoin.de	info@innojoin.de	Industrial and Services	Service Bureau	"https://www.innojoin.com/impressum
innojoin GmbH. Bauerland 17. 28259 Bremen. Vertreten durch den Geschäftsführer Christian Walz Handelsregister: Amtsgericht Bremen, HRB 24185 HB. innoJoin GmbH Geschäftsführer: Christian Walz Kontakt: Telefon: 0421-835178-0 Telefax: 0421-835178-229 E-Mail: info(at)innojoin.de Registereintrag: Eintragung im Handelsregister."
Prototec GmbH & Co. KG	Askay 18	57439	Attendorn	Germany	+49 2722 959595	www.prototec.de	info@prototec.de	Industrial and Services	Service Bureau	"https://www.prototec.de
Bei uns können Sie Ihre Prototypen, Einzelteile und Funktionsmodelle in 3D drucken lassen. Hierzu bietet Prototec als Full-Service Dienstleister alles rund um den 3D Druck, Additive Manufacturing und Rapid Prototyping. Vom Angebot bis hin zum fertigen Teil bieten wir Ihnen verschiedene Dienstleistungen an. Wir begleiten Sie im gesamten Prozess, von der Entwicklung bis hin zum fertigen Produkt ...
Geschätzte Lesezeit: 6 min"
STURM GmbH	Falkstrasse 75	47058	Duisburg	Germany	+49 203 87845390	www.sturm.industries	contact@sturm.industries	Industrial and Services	Service Bureau	"https://www.sturm.industries
STURM® INDUSTRIES bietet Unternehmen innovative Dienstleistung mit 3D Druck, 3D Druck Service, 3D Scanner, 3D Scanning in Produktentwicklung, Produktion und Instandhaltung."
Fabrica GmbH	Hüttenstraße 185	50170	Kerpen-Sindorf	Germany	+49 2273 56955	www.fabrica3d.de	info@fabrica3d.de	Industrial and Services	Service Bureau	"https://www.fabrica3d.de/?lightbox=dataItem-jja1d7wa
Anfrage E-Mail: anfrage@fabrica3d.de. Über uns. Wir sind ein Team aus Designern, Maschinenbauern, Ingenieuren und 3D-Profis und sind immer in Kenntnis der besten 3D-Drucktechnik und den verwandten Verfahren. Unsere Kunden sind Firmen aus den Bereichen Medizin, Städtebau, Maschinenbau, Produktdesign, darunter sowohl kleine als auch große High-Tech Unternehmen. Wir beraten Sie von …"
CP – Centrum für Prototypenbau GmbH	Straßburger Allee 15	41812	Erkelenz	Germany	+49 2431 96350	www.cp-gmbh.de	schwarz@cp-gmbh.de	Industrial and Services	Service Bureau	"https://cp-gmbh.de
CP – Ihr Partner für Prototypen & Kleinserien Worauf Sie sich verlassen können. CP – Centrum für Prototypenbau GmbH – ist ein Team von derzeit 40 Ingenieuren, Technikern und Facharbeitern, das sich auf die Fertigung von Prototypen und Kleinserien spezialisiert hat."
